,price,manufacturer,model,prod_year,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,is_Turbo
9037,16621,BMW,X5,2014,Jeep,Yes,Diesel,3.0,110715,6.0,Automatic,4x4,4,Left wheel,White,0,No
9038,3000,VOLKSWAGEN,Golf,1996,Hatchback,No,Petrol,1.6,160000,4.0,Manual,Front,4,Left wheel,Blue,2,No
9039,2195,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,3.5,290922,6.0,Automatic,Rear,4,Left wheel,Silver,12,No
9040,13799,HONDA,Elysion,2011,Minivan,Yes,Petrol,2.0,153000,4.0,Automatic,Front,4,Left wheel,Grey,8,No
9041,13172,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2.0,478704,4.0,Automatic,Front,4,Left wheel,Orange,4,No
9042,29793,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,3.5,18000,6.0,Tiptronic,Rear,4,Left wheel,Black,12,No
9043,29793,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,219030,6.0,Automatic,4x4,4,Left wheel,Black,12,No
9044,49143,JAGUAR,XF,2010,Sedan,Yes,Petrol,5.0,99210,4.0,Automatic,Front,4,Left wheel,Black,4,No
9045,15681,MERCEDES-BENZ,C 32 AMG,2001,Sedan,Yes,Petrol,3.2,94000,6.0,Tiptronic,Rear,4,Left wheel,Silver,8,Yes
9046,14740,FORD,Transit,2008,Microbus,No,Petrol,2.4,183000,6.0,Manual,Rear,4,Left wheel,Red,3,No
9047,32973,CHEVROLET,Captiva,2013,Jeep,Yes,Diesel,2.2,93170,4.0,Automatic,Front,4,Left wheel,Grey,4,No
9048,42667,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,23767,4.0,Automatic,Front,4,Left wheel,Black,4,No
9049,1019,TOYOTA,Highlander,2009,Sedan,Yes,Hybrid,3.3,318358,6.0,Automatic,4x4,4,Left wheel,Black,12,No
9050,23050,LEXUS,CT 200h,2012,Hatchback,Yes,Hybrid,1.8,172346,4.0,Automatic,Front,4,Left wheel,Black,12,No
9051,3763,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,3.0,290501,6.0,Automatic,4x4,4,Left wheel,Black,12,No
9052,42102,SSANGYONG,Actyon,2017,Jeep,Yes,Petrol,1.6,50750,4.0,Automatic,Front,4,Left wheel,White,4,No
9053,18189,TOYOTA,Prius,2011,Sedan,Yes,Hybrid,1.8,204800,4.0,Automatic,Front,4,Left wheel,Silver,10,No
9054,23207,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,69000,4.0,Variator,Front,4,Left wheel,Grey,6,No
9055,10976,CHEVROLET,Cruze,2014,Sedan,No,Petrol,1.4,2000,4.0,Tiptronic,Front,4,Left wheel,Blue,12,Yes
9056,9408,NISSAN,Teana,2006,Sedan,No,Petrol,2.3,155000,4.0,Automatic,Front,4,Left wheel,Black,6,No
9057,15329,HYUNDAI,H1,2009,Minivan,Yes,Diesel,2.5,114985,4.0,Automatic,Front,4,Left wheel,Yellow,4,No
9058,39615,HONDA,FIT,2017,Hatchback,Yes,Petrol,1.5,49000,4.0,Automatic,Front,4,Left wheel,White,4,No
9059,941,TOYOTA,Prius,2014,Hatchback,Yes,Hybrid,1.8,270410,4.0,Automatic,Front,4,Left wheel,White,12,No
9060,56136,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2.0,50963,4.0,Automatic,Rear,4,Left wheel,Black,12,No
9061,15257,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2.0,205972,4.0,Automatic,Front,4,Left wheel,Grey,4,No
9062,5645,HONDA,Civic,2010,Sedan,Yes,Petrol,1.8,88230,4.0,Automatic,Front,4,Left wheel,White,12,No
9063,16621,AUDI,A3,2005,Sedan,No,Diesel,2.0,22200,4.0,Tiptronic,Front,4,Left wheel,Beige,8,Yes
9064,20385,FORD,Transit,2007,Microbus,No,Diesel,2.4,189000,4.0,Manual,Rear,2,Left wheel,Silver,3,Yes
9065,11290,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,165779,4.0,Automatic,Front,4,Left wheel,Red,8,No
9066,10036,TOYOTA,Aqua,2013,Hatchback,No,Petrol,1.5,105200,4.0,Automatic,Front,4,Right-hand drive,Silver,4,No
9067,22357,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2.0,190000,4.0,Automatic,Front,4,Left wheel,Black,4,No
9068,19416,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2.0,139633,4.0,Automatic,Front,4,Left wheel,Black,4,No
9069,22266,BMW,X5,2011,Jeep,Yes,Diesel,3.0,208000,6.0,Tiptronic,4x4,4,Left wheel,Grey,10,Yes
9070,5018,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,188078,8.0,Automatic,4x4,4,Left wheel,Black,0,No
9071,21953,BMW,328,2013,Sedan,Yes,Petrol,2.0,201360,4.0,Tiptronic,Rear,4,Left wheel,Silver,6,Yes
9072,15608,HYUNDAI,Genesis,2009,Coupe,Yes,Petrol,2.0,52749,4.0,Automatic,Front,4,Left wheel,Blue,4,No
9073,45210,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,1.7,100184,4.0,Automatic,Front,4,Left wheel,White,4,No
9074,23436,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,173490,4.0,Automatic,Front,4,Left wheel,Black,4,No
9075,8781,OPEL,Combo,2005,Universal,No,CNG,1.6,167000,4.0,Manual,Front,2,Left wheel,White,2,No
9076,8938,BMW,X5,2009,Jeep,Yes,Petrol,4.8,153515,8.0,Automatic,4x4,4,Left wheel,Grey,12,No
9077,3300,VOLKSWAGEN,Golf 3,1996,Goods wagon,No,Diesel,1.7,0,4.0,Manual,Front,4,Left wheel,White,2,Yes
9078,22580,HYUNDAI,Tucson,2019,Sedan,Yes,Petrol,2.0,31200,4.0,Automatic,4x4,4,Left wheel,Blue,12,No
9079,6429,TOYOTA,Corolla,2018,Sedan,Yes,Petrol,1.8,78608,4.0,Automatic,Front,4,Left wheel,Black,12,No
9080,8467,BMW,528,1999,Sedan,Yes,LPG,2.8,220000,6.0,Tiptronic,Rear,4,Left wheel,Black,6,No
9081,12858,HYUNDAI,Elantra,2012,Coupe,No,Petrol,1.8,87000,4.0,Tiptronic,Front,2,Left wheel,Black,6,No
9082,97235,HYUNDAI,Santa FE,2020,Jeep,Yes,Diesel,2.0,43865,4.0,Automatic,Front,4,Left wheel,Grey,4,No
9083,5000,FORD,Transit,1990,Microbus,No,Diesel,2.5,100000,4.0,Manual,Rear,4,Left wheel,Red,0,No
9084,13739,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,110000,4.0,Automatic,Front,4,Left wheel,White,4,No
9085,8154,BMW,X5,2012,Jeep,Yes,Diesel,3.0,103458,6.0,Automatic,4x4,4,Left wheel,White,0,No
9086,1019,LEXUS,CT 200h,2012,Hatchback,Yes,Hybrid,1.8,192683,4.0,Automatic,Front,4,Left wheel,White,12,No
9087,32302,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Petrol,5.5,101424,8.0,Automatic,4x4,4,Left wheel,Grey,12,No
9088,24462,HYUNDAI,Sonata SPORT,2015,Sedan,Yes,Petrol,2.4,70296,4.0,Tiptronic,Front,4,Left wheel,White,12,No
9089,17876,TOYOTA,Prius,2011,Sedan,Yes,Hybrid,1.8,129000,4.0,Variator,Front,4,Left wheel,Grey,4,No
9090,15053,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2.0,53232,4.0,Automatic,Front,4,Left wheel,Black,4,No
9091,16000,BMW,X5,2003,Jeep,Yes,Diesel,3.0,1000,6.0,Tiptronic,4x4,4,Left wheel,Silver,8,Yes
9092,3450,MERCEDES-BENZ,E 350,2009,Sedan,Yes,Diesel,3.5,109139,6.0,Automatic,Rear,4,Left wheel,Black,12,No
9093,2666,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,3.0,0,6.0,Automatic,4x4,4,Left wheel,Black,12,No
9094,15035,HYUNDAI,Accent,2014,Sedan,Yes,Diesel,1.6,181232,4.0,Automatic,Front,4,Left wheel,Grey,4,No
9095,31211,TOYOTA,Aqua,2014,Hatchback,Yes,Petrol,1.5,20000,4.0,Automatic,Front,4,Left wheel,Black,4,No
9096,4547,CHEVROLET,Volt,2012,Hatchback,Yes,Hybrid,1.4,162190,4.0,Automatic,Front,4,Left wheel,Blue,0,No
9097,22580,HONDA,Step Wagon,2011,Minivan,No,Petrol,2.0,96000,4.0,Automatic,4x4,4,Right-hand drive,Black,3,No
9098,12858,CHEVROLET,Spark,2017,Sedan,Yes,Petrol,1.0,28227,3.0,Automatic,Front,4,Left wheel,Black,4,No
9099,8097,HYUNDAI,Elantra,2007,Sedan,Yes,Petrol,1.6,184297,4.0,Automatic,Front,4,Left wheel,Silver,4,No
9100,103491,TOYOTA,Land Cruiser,2015,Jeep,No,Diesel,4.6,93000,8.0,Manual,4x4,4,Left wheel,White,0,Yes
9101,27598,MERCEDES-BENZ,ML 280,2008,Jeep,Yes,Diesel,3.0,218000,6.0,Automatic,4x4,4,Left wheel,Grey,8,No
9102,941,TOYOTA,Tundra,2016,Jeep,Yes,Petrol,4.6,254805,8.0,Automatic,4x4,4,Left wheel,White,12,No
9103,16621,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,119379,6.0,Automatic,4x4,4,Left wheel,Silver,12,No
9104,18817,VOLKSWAGEN,Passat,2014,Sedan,Yes,Diesel,2.0,211512,4.0,Tiptronic,Front,4,Left wheel,Black,0,Yes
9105,16753,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2.0,191263,4.0,Automatic,Front,4,Left wheel,White,4,No
9106,9565,VOLKSWAGEN,Jetta,2014,Sedan,Yes,Diesel,2.0,168637,4.0,Automatic,Front,4,Left wheel,Brown,0,No
9107,12541,TOYOTA,Vitz RS,2001,Sedan,No,Petrol,1.5,150000,4.0,Manual,Front,4,Right-hand drive,White,0,No
9108,18503,VOLKSWAGEN,Passat,2013,Sedan,Yes,Petrol,1.8,86000,4.0,Tiptronic,Front,4,Left wheel,Blue,12,Yes
9109,11259,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.0,38853,4.0,Automatic,Front,4,Left wheel,White,4,No
9110,14113,TOYOTA,Aqua S,2013,Hatchback,No,Hybrid,1.5,149000,4.0,Variator,Front,4,Right-hand drive,Blue,6,No
9111,46101,BMW,328,2016,Sedan,Yes,Petrol,2.0,23000,4.0,Tiptronic,Rear,4,Left wheel,Grey,12,Yes
9112,10976,TOYOTA,Aqua,2013,Hatchback,Yes,Hybrid,1.5,80000,4.0,Automatic,Front,4,Right-hand drive,Blue,4,No
9113,16151,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2.0,53463,4.0,Automatic,Front,4,Left wheel,Grey,4,No
9114,72130,TOYOTA,Camry Hybrid,2018,Sedan,No,Hybrid,2.5,27000,4.0,Tiptronic,Front,4,Left wheel,Black,12,No
9115,941,CHEVROLET,Cruze,2018,Sedan,Yes,Petrol,1.4,39466,4.0,Automatic,Front,4,Left wheel,Black,12,No
9116,3763,NISSAN,Juke,2012,Jeep,Yes,Petrol,1.6,173576,4.0,Automatic,4x4,4,Left wheel,Red,0,No
9117,8467,MITSUBISHI,Colt,2005,Universal,No,Petrol,1.3,88000,4.0,Automatic,Front,4,Right-hand drive,White,10,No
9118,9252,OPEL,Zafira,2001,Minivan,No,Diesel,2.0,300000,4.0,Manual,Front,4,Left wheel,Black,2,Yes
9119,48403,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2.0,85139,4.0,Automatic,Front,4,Left wheel,Blue,4,No
9120,51746,BMW,330,2016,Sedan,Yes,Petrol,2.0,51000,4.0,Tiptronic,Rear,4,Left wheel,Blue,10,Yes
9121,8154,LEXUS,RX 400,2008,Jeep,Yes,Hybrid,3.3,224629,6.0,Automatic,4x4,4,Left wheel,Silver,12,No
9122,5175,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,121318,4.0,Automatic,Front,4,Left wheel,Grey,12,No
9123,18503,VOLKSWAGEN,Passat,2012,Sedan,Yes,Petrol,2.5,75000,5.0,Tiptronic,Front,4,Left wheel,Black,6,No
9124,19482,CHEVROLET,Captiva,2011,Jeep,Yes,Diesel,2.2,106000,4.0,Automatic,Front,4,Left wheel,Black,4,No
9125,17158,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,157827,4.0,Automatic,Front,4,Left wheel,Silver,4,No
9126,12074,VOLKSWAGEN,Passat,2004,Sedan,Yes,Petrol,4.0,59439,8.0,Tiptronic,4x4,4,Left wheel,Silver,8,No
9127,20855,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,31780,4.0,Automatic,Front,4,Left wheel,Black,4,No
9128,47042,AUDI,Q5,2016,Jeep,Yes,Petrol,2.0,56240,4.0,Automatic,4x4,4,Left wheel,Grey,0,No
9129,27924,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,174485,4.0,Automatic,Front,4,Left wheel,Silver,4,No
9130,8467,NISSAN,Versa,2012,Hatchback,No,Petrol,1.8,165758,4.0,Automatic,Front,4,Left wheel,Black,10,No
9131,24618,HUMMER,H3,2006,Jeep,Yes,Petrol,3.5,185482,5.0,Automatic,4x4,4,Left wheel,Black,6,No
9132,6272,MERCEDES-BENZ,E 240,2002,Sedan,Yes,Petrol,2.6,312000,6.0,Tiptronic,Rear,4,Right-hand drive,Silver,6,No
9133,2901,TOYOTA,Prius,2008,Sedan,Yes,Hybrid,1.5,246629,4.0,Automatic,Front,4,Left wheel,Black,12,No
9134,20385,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,59000,4.0,Automatic,Front,4,Left wheel,Black,10,Yes
9135,6899,FORD,Mondeo,2004,Goods wagon,No,Diesel,2.2,230000,4.0,Automatic,Front,4,Left wheel,Black,4,Yes
9136,26657,MERCEDES-BENZ,ML 350,2010,Jeep,Yes,Petrol,3.5,160000,6.0,Tiptronic,4x4,4,Left wheel,Black,0,No
9137,14113,MERCEDES-BENZ,S 500,2001,Sedan,Yes,Petrol,5.0,160000,8.0,Tiptronic,Rear,4,Left wheel,Black,0,No
9138,20385,FORD,C-MAX,2013,Jeep,Yes,Hybrid,2.0,74000,4.0,Automatic,Front,4,Left wheel,Carnelian red,10,No
9139,9408,MERCEDES-BENZ,S 430,2000,Sedan,Yes,Petrol,4.3,0,8.0,Tiptronic,Rear,4,Left wheel,Silver,0,No
9140,1725,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,4.6,180659,8.0,Automatic,4x4,4,Left wheel,Black,12,No
9141,11604,SUZUKI,SX4,2013,Jeep,No,Petrol,2.0,250000,4.0,Tiptronic,4x4,4,Left wheel,White,8,No
9142,10976,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2.0,311337,4.0,Automatic,Front,4,Left wheel,White,4,No
9143,25889,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.6,117000,4.0,Automatic,Front,4,Left wheel,White,4,No
9144,7370,OPEL,Astra,2000,Hatchback,No,Petrol,1.6,228982,4.0,Manual,Front,2,Left wheel,Blue,4,No
9145,4077,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,214098,4.0,Automatic,Front,4,Left wheel,Silver,12,No
9146,55638,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2.0,36819,4.0,Automatic,Front,4,Left wheel,White,4,No
9147,23521,FORD,Fusion,2015,Sedan,Yes,Petrol,1.5,60000,4.0,Automatic,Front,4,Left wheel,Black,12,Yes
9148,9565,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3.0,171221,6.0,Automatic,Rear,4,Left wheel,Black,12,No
9149,25089,VOLKSWAGEN,Tiguan,2014,Jeep,No,Petrol,2.0,155000,4.0,Tiptronic,4x4,4,Left wheel,Grey,8,Yes
9150,8781,TOYOTA,Aqua,2012,Sedan,No,Hybrid,1.5,102000,4.0,Automatic,Front,4,Right-hand drive,Black,2,No
9151,17876,BMW,535 i,2007,Sedan,Yes,Petrol,3.0,230000,6.0,Tiptronic,Rear,4,Left wheel,Black,8,Yes
9152,9408,HONDA,Insight,2010,Hatchback,No,Hybrid,1.3,149000,4.0,Tiptronic,Front,4,Left wheel,White,8,No
9153,12388,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Diesel,3.5,189530,6.0,Automatic,4x4,4,Left wheel,Black,12,No
9154,44846,LEXUS,RX 450,2011,Jeep,Yes,Hybrid,3.5,114000,6.0,Automatic,4x4,4,Left wheel,White,12,No
9155,6899,HONDA,Stream,2004,Minivan,No,Petrol,1.7,0,4.0,Automatic,Front,4,Right-hand drive,Silver,4,No
9156,54568,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,255406,8.0,Automatic,4x4,4,Left wheel,Black,0,No
9157,15994,TOYOTA,Prius,2010,Sedan,Yes,Petrol,1.8,184000,4.0,Automatic,Front,4,Left wheel,Grey,6,No
9158,15681,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2.0,314772,4.0,Automatic,Front,4,Left wheel,Silver,4,No
9159,3450,FORD,KA,2001,Hatchback,No,Petrol,1.3,74000,4.0,Manual,Front,2,Left wheel,Black,2,No
9160,26030,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,1.5,52062,4.0,Automatic,Front,4,Left wheel,Blue,0,No
9161,1200,VOLKSWAGEN,Passat,1996,Goods wagon,No,CNG,2.0,3018,4.0,Manual,Front,4,Left wheel,Silver,2,No
9162,941,TOYOTA,Sienna,2017,Sedan,Yes,Petrol,3.5,50243,6.0,Automatic,Front,4,Left wheel,Grey,12,No
9163,49751,SSANGYONG,REXTON,2015,Jeep,Yes,Diesel,2.0,62575,4.0,Automatic,Front,4,Left wheel,Black,4,No
9164,19130,FORD,Transit,1998,Goods wagon,No,Diesel,2.5,270000,4.0,Manual,Rear,4,Left wheel,White,8,No
9165,30750,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,146216,4.0,Automatic,Front,4,Left wheel,Silver,4,No
9166,9408,TOYOTA,Vitz,2006,Hatchback,No,Petrol,1.5,115000,4.0,Variator,Front,4,Right-hand drive,Black,5,No
9167,20071,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,102400,4.0,Automatic,Front,4,Left wheel,White,8,No
9168,10976,FIAT,500,2012,Hatchback,No,Petrol,1.4,127520,4.0,Manual,Front,2,Left wheel,Green,6,No
9169,40142,LEXUS,GX 470,2010,Jeep,Yes,Petrol,4.6,357246,8.0,Automatic,4x4,4,Left wheel,Grey,0,No
9170,27654,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.6,87510,4.0,Automatic,Front,4,Left wheel,Silver,4,No
9171,39499,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,45482,4.0,Automatic,Front,4,Left wheel,Silver,4,No
9172,9408,CHRYSLER,300,2004,Coupe,Yes,Petrol,3.0,168000,6.0,Automatic,Front,2,Left wheel,Red,6,No
9173,7683,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.8,121840,4.0,Automatic,Front,4,Left wheel,Blue,12,No
9174,27174,JEEP,Compass,2011,Jeep,Yes,Petrol,2.4,97277,4.0,Automatic,Front,4,Left wheel,White,4,No
9175,21400,MERCEDES-BENZ,C 200,2008,Sedan,No,Diesel,2.2,232000,4.0,Tiptronic,Rear,4,Left wheel,Grey,8,No
9176,12544,CHEVROLET,Cruze,2011,Sedan,No,Petrol,1.4,72000,4.0,Tiptronic,Front,4,Left wheel,White,10,Yes
9177,15000,TOYOTA,Corolla,2019,Universal,No,Hybrid,1.5,22000,4.0,Tiptronic,Front,4,Right-hand drive,White,0,No
9178,12858,KIA,Ceed,2009,Sedan,No,Petrol,1.4,15675,4.0,Manual,Front,4,Left wheel,Blue,0,No
9179,14740,SUBARU,Forester,2012,Jeep,No,Petrol,2.5,169000,4.0,Tiptronic,4x4,4,Left wheel,Black,12,No
9180,25889,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2.0,83667,4.0,Automatic,Front,4,Left wheel,White,4,No
9181,8311,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2.0,63558,4.0,Automatic,Front,4,Left wheel,White,4,No
9182,125444,JAGUAR,E-pace,2018,Jeep,Yes,Petrol,2.0,22720,6.0,Tiptronic,4x4,4,Left wheel,White,12,Yes
9183,8467,MAZDA,MPV,2004,Minivan,No,Petrol,2.3,0,5.0,Manual,Front,4,Left wheel,Silver,4,No
9184,45542,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,2.0,88585,4.0,Automatic,Front,4,Left wheel,Black,4,No
9185,10663,TOYOTA,Prius,2007,Sedan,Yes,Hybrid,1.5,216000,4.0,Automatic,Front,4,Left wheel,Carnelian red,4,No
9186,11992,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,124900,4.0,Automatic,Front,4,Left wheel,Black,4,No
9187,10976,TOYOTA,VOXY,2002,Minivan,No,Petrol,2.0,160550,4.0,Automatic,4x4,4,Right-hand drive,White,2,Yes
9188,28830,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.6,56764,4.0,Automatic,Front,4,Left wheel,White,4,No
9189,7840,TOYOTA,Prius,2006,Sedan,No,Hybrid,1.5,0,4.0,Automatic,Front,4,Left wheel,Silver,6,No
9190,17327,HONDA,FIT,2014,Universal,Yes,Hybrid,1.5,121000,4.0,Automatic,Front,4,Left wheel,Black,4,No
9191,5018,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,190549,4.0,Automatic,Front,4,Left wheel,Black,12,No
9192,25456,CHEVROLET,Malibu,2012,Sedan,Yes,Petrol,2.0,135965,4.0,Automatic,Front,4,Left wheel,Black,4,No
9193,15994,VOLKSWAGEN,Jetta SE,2016,Sedan,Yes,Petrol,1.4,93521,4.0,Automatic,Front,4,Left wheel,Black,8,No
9194,43902,BMW,X1,2015,Jeep,Yes,Diesel,2.0,153000,4.0,Tiptronic,4x4,4,Left wheel,Blue,12,Yes
9195,14113,OPEL,Zafira,2005,Minivan,No,Petrol,1.6,155000,4.0,Manual,Front,4,Left wheel,Silver,4,No
9196,5018,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,2.0,61398,4.0,Automatic,Front,4,Left wheel,Black,12,No
9197,3450,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2.0,50930,4.0,Automatic,Rear,4,Left wheel,Black,12,No
9198,27284,NISSAN,Juke,2017,Jeep,Yes,Petrol,1.6,47533,4.0,Automatic,Front,4,Left wheel,White,12,Yes
9199,17484,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,128147,4.0,Automatic,Front,4,Left wheel,White,4,No
9200,26180,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2.0,51476,4.0,Automatic,Front,4,Left wheel,White,4,No
9201,68994,MERCEDES-BENZ,E 350,2014,Cabriolet,Yes,Petrol,3.5,42774,6.0,Tiptronic,Rear,2,Left wheel,White,12,No
9202,6586,HONDA,Civic,1998,Coupe,No,Petrol,1.4,152000,4.0,Manual,Front,2,Left wheel,Purple,2,No
9203,41193,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2.0,120456,4.0,Automatic,Front,4,Left wheel,Grey,4,No
9204,12585,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,128965,4.0,Automatic,Front,4,Left wheel,White,4,No
9205,12231,MERCEDES-BENZ,ML 320,2007,Jeep,Yes,Diesel,3.2,0,6.0,Automatic,4x4,4,Left wheel,White,8,Yes
9206,3136,FORD,Explorer,1994,Jeep,Yes,CNG,4.0,272000,6.0,Automatic,4x4,4,Left wheel,Carnelian red,4,No
9207,16308,VOLKSWAGEN,Passat,2013,Sedan,Yes,Petrol,2.5,96000,5.0,Tiptronic,Front,4,Left wheel,Silver,10,No
9208,15053,MERCEDES-BENZ,E 220,2003,Sedan,No,Diesel,2.2,370000,4.0,Tiptronic,Rear,4,Left wheel,Black,8,Yes
9209,10349,BMW,325,2000,Hatchback,Yes,Petrol,2.5,200000,6.0,Manual,Rear,2,Left wheel,Blue,4,No
9210,8500,NISSAN,Tiida,2006,Hatchback,Yes,Petrol,1.5,134000,4.0,Variator,Front,4,Right-hand drive,Silver,2,No
9211,17249,VOLKSWAGEN,Jetta,2014,Sedan,Yes,Hybrid,1.8,1000,4.0,Automatic,Front,4,Left wheel,Black,8,No
9212,11290,TOYOTA,Prius,2007,Hatchback,No,Hybrid,1.4,264000,4.0,Automatic,Front,4,Left wheel,Black,6,No
9213,12231,TOYOTA,Aqua,2013,Hatchback,No,Petrol,1.5,130000,4.0,Automatic,Front,4,Right-hand drive,Silver,12,No
9214,44752,SSANGYONG,Actyon,2018,Jeep,Yes,Petrol,1.6,11953,4.0,Automatic,Front,4,Left wheel,Red,4,No
9215,18346,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,33553,4.0,Automatic,Front,4,Left wheel,Silver,4,No
9216,13485,VOLKSWAGEN,Passat,2008,Sedan,Yes,Petrol,2.0,176000,6.0,Manual,Front,4,Left wheel,Black,12,Yes
9217,21169,TOYOTA,Prius,2014,Hatchback,No,Hybrid,1.8,76000,4.0,Automatic,Front,4,Left wheel,White,8,No
9218,9565,AUDI,A7,2014,Hatchback,Yes,Petrol,3.0,191373,6.0,Automatic,4x4,4,Left wheel,Grey,0,No
9219,2352,AUDI,Q7,2011,Sedan,Yes,Diesel,3.0,232554,6.0,Automatic,4x4,4,Left wheel,Silver,0,No
9220,36065,BMW,X5,2011,Jeep,Yes,Diesel,3.5,105000,6.0,Tiptronic,4x4,4,Left wheel,Black,12,No
9221,8781,TOYOTA,Vitz,2006,Hatchback,No,Petrol,1.3,111000,4.0,Automatic,Front,4,Right-hand drive,Blue,4,No
9222,3293,DODGE,Challenger,2016,Coupe,Yes,Petrol,3.6,126038,6.0,Automatic,Rear,2,Left wheel,Black,12,No
9223,76029,FORD,Explorer,2016,Jeep,Yes,Petrol,2.3,90000,4.0,Automatic,Front,4,Left wheel,Blue,4,No
9224,14113,FORD,Transit,2000,Microbus,No,Diesel,2.5,200000,4.0,Manual,Rear,5,Left wheel,White,0,No
9225,32578,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,117595,4.0,Automatic,Front,4,Left wheel,White,4,No
9226,32302,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Petrol,5.5,101424,8.0,Automatic,4x4,4,Left wheel,Grey,12,No
9227,12231,KIA,Optima,2013,Sedan,Yes,Petrol,2.0,35008,4.0,Automatic,Front,4,Left wheel,Black,4,No
9228,21326,MITSUBISHI,Outlander,2012,Jeep,No,Petrol,2.4,128000,4.0,Automatic,4x4,4,Left wheel,Silver,16,Yes
9229,3920,TOYOTA,Camry,2013,Sedan,Yes,Petrol,2.5,308694,4.0,Automatic,Front,4,Left wheel,Grey,11,No
9230,21639,CHEVROLET,Cruze,2014,Sedan,Yes,Diesel,2.0,101922,4.0,Automatic,Front,4,Left wheel,Black,6,No
9231,9408,KIA,Sportage,2008,Jeep,Yes,Diesel,2.0,60928,4.0,Automatic,Front,4,Left wheel,Silver,4,No
9232,25716,BMW,X1,2015,Jeep,Yes,Petrol,2.0,97527,4.0,Tiptronic,4x4,4,Left wheel,Grey,12,No
9233,12544,FORD,Focus,2015,Sedan,No,Petrol,2.0,72114,4.0,Automatic,Front,4,Left wheel,White,0,No
9234,30326,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,40877,4.0,Automatic,Front,4,Left wheel,Grey,4,No
9235,17876,TOYOTA,Prius C,2015,Hatchback,No,Petrol,1.5,71300,4.0,Automatic,Front,4,Left wheel,White,6,No
